Timestamp,Dado
2025-10-07 20:26:36.441,22.56
2025-10-07 20:26:36.441,22.56
2025-10-07 20:26:36.441,22.37
2025-10-07 20:26:36.441,22.56
2025-10-07 20:26:36.463,22.56
2025-10-07 20:26:36.476,22.37
2025-10-07 20:26:36.507,22.37
2025-10-07 20:26:36.528,22.56
2025-10-07 20:26:36.549,22.56
2025-10-07 20:26:36.565,22.37
2025-10-07 20:26:36.582,22.19
2025-10-07 20:26:36.610,22.37
2025-10-07 20:26:36.631,22.56
2025-10-07 20:26:36.648,22.00
2025-10-07 20:26:36.659,20.17
2025-10-07 20:26:36.692,22.37
2025-10-07 20:26:36.713,22.56
2025-10-07 20:26:36.731,24.20
2025-10-07 20:26:36.747,23.56
2025-10-07 20:26:36.774,22.56
2025-10-07 20:26:36.795,22.37
2025-10-07 20:26:36.815,22.56
2025-10-07 20:26:36.853,22.37
2025-10-07 20:26:36.865,22.37
2025-10-07 20:26:36.876,22.56
2025-10-07 20:26:36.896,22.56
2025-10-07 20:26:36.915,22.37
2025-10-07 20:26:36.932,22.37
2025-10-07 20:26:36.958,22.56
2025-10-07 20:26:36.979,22.56
2025-10-07 20:26:36.992,22.37
2025-10-07 20:26:37.009,22.37
2025-10-07 20:26:37.041,22.56
2025-10-07 20:26:37.059,22.37
2025-10-07 20:26:37.082,22.37
2025-10-07 20:26:37.098,22.37
2025-10-07 20:26:37.115,22.56
2025-10-07 20:26:37.143,22.37
2025-10-07 20:26:37.163,22.19
2025-10-07 20:26:37.182,22.37
2025-10-07 20:26:37.198,22.56
2025-10-07 20:26:37.225,20.96
2025-10-07 20:26:37.245,21.65
2025-10-07 20:26:37.265,22.37
2025-10-07 20:26:37.276,22.56
2025-10-07 20:26:37.293,22.56
2025-10-07 20:26:37.327,22.56
2025-10-07 20:26:37.347,22.37
2025-10-07 20:26:37.365,22.56
2025-10-07 20:26:37.382,22.56
2025-10-07 20:26:37.409,22.56
2025-10-07 20:26:37.429,22.37
2025-10-07 20:26:37.447,22.56
2025-10-07 20:26:37.465,22.56
2025-10-07 20:26:37.491,22.37
2025-10-07 20:26:37.511,22.37
2025-10-07 20:26:37.531,22.56
2025-10-07 20:26:37.549,22.56
2025-10-07 20:26:37.565,22.37
2025-10-07 20:26:37.593,22.19
2025-10-07 20:26:37.613,22.56
2025-10-07 20:26:37.631,22.56
2025-10-07 20:26:37.647,22.37
2025-10-07 20:26:37.675,22.19
